Age,WorkClass,Education,Education_Years,MaritalStatus,Occupation,Relationship,Race,Gender,CapGains,CapLoss,HoursWorked,Country,IncomeLabel,Suburban
47.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
51.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
39.0, Private, Bachelors,, Married-civ-spouse, Exec-managerial, Husband, White, Male,,0.0,40.0, United-States, >50K,1
33.0, Self-emp-not-inc, HS-grad,9.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,50.0, United-States, <=50K,1
34.0, State-gov, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,42.0, United-States, <=50K,0
28.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K,0
21.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,32.0, United-States, <=50K,0
19.0, ?, HS-grad,9.0, Never-married, ?, Not-in-family, Other, Male,0.0,0.0,30.0, United-States, <=50K,1
28.0, Private, 10th,6.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,2238.0,35.0, United-States, <=50K,0
20.0, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
45.0, Private, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
27.0, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,1
23.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,0
50.0, Private, Masters,14.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States, >50K,1
29.0, Private, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
49.0, Private, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
29.0, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States, >50K,1
61.0, Self-emp-not-inc, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,44.0, United-States, <=50K,1
29.0, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,8614.0,0.0,45.0, United-States, >50K,0
55.0, Private, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
35.0, Private, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1672.0,50.0, United-States, <=50K,1
38.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
22.0, Private, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
17.0, Private, 12th,8.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,1
30.0, Private, 10th,6.0, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K,0
59.0, State-gov, Doctorate,16.0, Divorced, Prof-specialty, Unmarried, White, Male,25236.0,0.0,45.0, United-States, >50K,0
33.0, Private, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
24.0, Private, Some-college,10.0, Married-spouse-absent, Sales, Unmarried, Other, Female,0.0,0.0,30.0, Ecuador, <=50K,0
28.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,1
47.0, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
44.0, Private, 11th,7.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
76.0, ?, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,10.0, United-States, <=50K,0
24.0, Private, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K,1
39.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
61.0, Private, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
26.0, Private, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
20.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, Other, Female,0.0,0.0,40.0, United-States, <=50K,1
47.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
31.0, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,1
23.0, Private, Assoc-voc,11.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,50.0, United-States, <=50K,1
45.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
49.0, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,90.0, United-States, <=50K,1
41.0, Private, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,0
25.0, Private, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
63.0, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
22.0, ?, Some-college,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0.0,0.0,4.0, South, <=50K,1
22.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,38.0, United-States, <=50K,0
46.0, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,1741.0,40.0, United-States, <=50K,1
69.0, Federal-gov, 11th,7.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,1
18.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K,0
38.0, Private, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,213.0,40.0, Philippines, <=50K,1
35.0, Private, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
44.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
28.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, Canada, <=50K,1
41.0, Private, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Mexico, <=50K,0
38.0, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,,40.0, United-States, <=50K,0
49.0, Self-emp-not-inc, 10th,6.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,32.0, United-States, <=50K,1
20.0, Private, HS-grad,9.0,, Other-service, Own-child, White, Female,0.0,0.0,40.0, Mexico, <=50K,0
55.0, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
18.0, ?, 12th,8.0, Never-married, ?, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K,0
30.0, ?, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
43.0, Private, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,38.0, United-States, <=50K,1
57.0, Local-gov, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,1
29.0, Private, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
29.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
23.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
37.0, Private, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K,1
29.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,16.0, United-States, <=50K,0
59.0, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
22.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K,1
25.0, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
55.0, Self-emp-not-inc, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,0
46.0, Private, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
50.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
23.0, Self-emp-inc, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,0
18.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K,1
51.0, State-gov, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,38.0, United-States, <=50K,0
70.0, Private, Some-college,10.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,34.0, United-States, <=50K,1
28.0, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,1
26.0, Private, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K,0
33.0, Local-gov,,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,18.0, United-States, <=50K,1
26.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,2597.0,0.0,40.0, United-States, <=50K,1
33.0, Private, Bachelors,13.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,2001.0,40.0, United-States, <=50K,0
32.0, Private, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0.0,0.0,20.0, United-States, <=50K,1
69.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K,1
40.0, Private, Some-college,10.0, Divorced, Transport-moving, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
44.0, Federal-gov, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
51.0, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K,1
70.0, ?, 9th,5.0, Widowed, ?, Unmarried, White, Female,0.0,0.0,25.0, United-States, <=50K,1
20.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,33.0, El-Salvador, <=50K,1
36.0, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
23.0, Private, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
50.0, Private, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,36.0, Ireland, <=50K,0
37.0, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Japan, <=50K,0
30.0, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,0
63.0, ?, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,15.0, United-States, <=50K,1
17.0, Private, 11th,7.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,1
29.0, Private, 11th,7.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,52.0, United-States, <=50K,0
20.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,1
28.0, Private, 9th,5.0, Married-civ-spouse, Protective-serv, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
24.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
59.0, Private, HS-grad,9.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,0
, ?, 12th,8.0, Divorced, ?, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
26.0, Private, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
20.0, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K,1
59.0, State-gov, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,40.0, Outlying-US(Guam-USVI-etc), <=50K,1
20.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,1
22.0, Private, Assoc-acdm,12.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,27.0, United-States, <=50K,0
41.0, Private, Bachelors,13.0, Widowed, Sales, Unmarried, Black, Male,0.0,0.0,50.0, United-States, <=50K,1
27.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K,1
33.0, Private, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K,1
26.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
32.0, Private, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
60.0, Private, Assoc-voc,11.0, Widowed, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
26.0, Private, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
27.0, Private, 5th-6th,3.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,40.0, Mexico, <=50K,1
60.0, Private, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,1
34.0, Private, Bachelors,13.0, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,45.0, ?, <=50K,0
22.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,16.0, United-States, <=50K,1
67.0, State-gov, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,8.0, United-States, <=50K,0
50.0, Federal-gov, Masters,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
41.0, Private, 5th-6th,3.0, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0.0,0.0,35.0, Mexico, <=50K,0
57.0, ?, Bachelors,13.0,, ?, Husband, White, Male,0.0,0.0,8.0, United-States, <=50K,0
38.0, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1485.0,60.0, Cuba, >50K,1
28.0, State-gov, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K,0
38.0, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,0
33.0, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K,0
28.0, Private, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,1669.0,42.0, United-States, <=50K,1
31.0, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,,0.0,46.0, United-States, <=50K,0
24.0, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
56.0, Private, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,50.0, Haiti, <=50K,1
27.0, Private, 12th,8.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K,0
25.0, Private, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,1
43.0, Private, 12th,8.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
23.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0.0,0.0,23.0, United-States, <=50K,0
39.0, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
51.0, Private,,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,, United-States, <=50K,1
19.0, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,58.0, United-States, <=50K,0
40.0, Local-gov, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K,1
64.0, ?, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,20.0, United-States, <=50K,1
30.0, Private, HS-grad,9.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,29.0, United-States, <=50K,1
35.0, ?, 11th,7.0, Separated, ?, Not-in-family, White, Female,6849.0,0.0,60.0, United-States, <=50K,1
30.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
42.0, Private, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Male,9562.0,0.0,45.0, United-States, >50K,1
22.0, Private, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,1
62.0, Local-gov, Doctorate,16.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, Iran, <=50K,0
31.0, Private, Assoc-voc,11.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,43.0, United-States, <=50K,1
48.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,0
30.0, Private, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private,,, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,1
42.0, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
44.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,1504.0,50.0, United-States, <=50K,1
38.0, Private, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,0
53.0, Private, 10th,6.0, Divorced, Adm-clerical,, White, Female,0.0,0.0,48.0, United-States, <=50K,1
34.0, Private, 11th,7.0, Never-married, Machine-op-inspct, Own-child, Black, Male,0.0,0.0,45.0, United-States, <=50K,1
31.0, Private, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
57.0, Private, 7th-8th,4.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,,75.0, United-States, <=50K,0
63.0, Self-emp-not-inc, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
35.0, State-gov,,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
49.0, State-gov, Doctorate,16.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,50.0, United-States, >50K,0
33.0, Private, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
39.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,0
76.0, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,1424.0,0.0,24.0, United-States, <=50K,1
33.0, ?, HS-grad,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K,1
29.0, Local-gov, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,56.0, United-States, <=50K,0
33.0, Private, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,0
41.0, Private, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
34.0, Self-emp-not-inc, Assoc-acdm,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
54.0, Private, 11th,7.0, Divorced, Priv-house-serv, Unmarried, Black, Female,0.0,0.0,10.0, United-States, <=50K,0
33.0, Private, Assoc-acdm,12.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,20.0, United-States, <=50K,1
24.0, Private, Some-college,10.0, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0.0,0.0,, United-States, <=50K,0
30.0, State-gov, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K,1
53.0, Private, Some-college,10.0, Separated, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, Cuba, <=50K,0
49.0, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K,1
39.0, Private, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, >50K,0
35.0, Private, Some-college,10.0, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K,0
27.0, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
18.0, Private, 10th,6.0, Never-married, Priv-house-serv, Own-child, Black, Female,0.0,0.0,20.0, United-States, <=50K,1
32.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,10520.0,0.0,40.0, United-States, >50K,1
30.0, Private, 11th,7.0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
20.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, Yugoslavia, <=50K,0
41.0, Private,,13.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K,0
24.0, Private, Masters,14.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,1
26.0, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States, >50K,0
31.0, Federal-gov, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K,0
23.0, Private, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K,0
, Private, 12th,8.0, Never-married,, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K,0
21.0, ?, HS-grad,9.0, Married-civ-spouse,, Wife, Black, Female,0.0,0.0,30.0, United-States, <=50K,0
39.0, Private, HS-grad,9.0, Divorced, Priv-house-serv, Unmarried, Black, Female,0.0,0.0,16.0, United-States, <=50K,0
52.0, Private, HS-grad,9.0, Separated, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K,0
37.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, United-States, <=50K,1
53.0, Private, 5th-6th,3.0, Married-civ-spouse, Other-service, Other-relative, White, Female,0.0,0.0,24.0, Italy, <=50K,1
36.0, Private, 7th-8th,4.0, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,2977.0,0.0,40.0, Puerto-Rico, <=50K,1
52.0, Self-emp-not-inc, HS-grad,9.0, Divorced, Sales, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
51.0, Private, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,55.0, Germany, <=50K,1
38.0, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,0
33.0, Private, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
19.0, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,1
39.0, Self-emp-not-inc, Bachelors,13.0,, Craft-repair, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K,1
56.0, Private, 7th-8th,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
37.0, Local-gov, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,1151.0,0.0,35.0, United-States, <=50K,0
61.0, Local-gov, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K,0
67.0, ?, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
31.0, Private, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
30.0, Private, HS-grad,9.0, Never-married, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
30.0, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,65.0, United-States, <=50K,0
19.0, Self-emp-not-inc, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,15.0, United-States, <=50K,0
83.0, Private, HS-grad,9.0, Widowed, Protective-serv, Not-in-family, White, Male,0.0,0.0,55.0, United-States, <=50K,0
18.0, Self-emp-inc, 11th,7.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K,1
20.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K,1
31.0, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,3908.0,0.0,50.0, United-States, <=50K,0
24.0, Private, HS-grad,9.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, Mexico, <=50K,1
